x,y,pts_crs,naip_id,aoi,r,g,b,nir,ndvi,year,month,day_in_year,iceplant,r_avg13,r_entr13,g_avg13,g_entr13,b_avg13,b_entr13,nir_avg13,nir_entr13,ndvi_avg13,ndvi_entr13
-120.4707234768306,34.484349724622824,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,87,84,72,110,0.116751269035533,2020,6,159,0.0,92.75739,5.2325916,88.70414,5.046208,73.34911,4.8467054,108.13609,5.346579,0.07100592,4.619088
-120.44203084116664,34.45258562437582,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,57,72,55,142,0.4271356783919598,2020,6,159,0.0,75.55621,5.3324523,83.72189,4.7606797,69.56805,5.0801234,119.42012,5.48418,0.21893491,5.4626803
-120.4678839846654,34.47045465609215,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,104,95,78,123,0.0837004405286343,2020,6,159,0.0,94.8284,5.3806367,91.97041,4.756546,74.65681,5.061626,125.62722,5.1176033,0.14201184,4.9483805
-120.49630474083406,34.502223606458045,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,71,74,69,84,0.0838709677419354,2020,6,159,0.0,83.81657,5.3463507,85.42012,5.058685,73.50887,5.122918,109.47929,5.440643,0.13017751,5.1852913
-120.48488084276656,34.497109887213966,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,97,92,78,110,0.0628019323671497,2020,6,159,0.0,101.76331,5.260939,91.66864,5.037475,76.88757,4.5956297,113.63313,4.8709035,0.053254437,4.3732953
-120.47080335140735,34.47218652338257,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,83,81,64,143,0.2654867256637168,2020,6,159,0.0,87.50296,5.042792,84.89349,4.1925607,71.47929,4.8038464,121.34911,5.608958,0.15384616,5.126231
-120.44669754571656,34.45565277734475,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,111,99,79,161,0.1838235294117647,2020,6,159,0.0,108.39645,5.9989934,98.57397,5.994655,84.05325,5.649349,125.40237,6.092173,0.07692308,4.8728127
-120.4733858976686,34.47491202351307,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,77,88,70,129,0.2524271844660194,2020,6,159,0.0,73.95858,4.7828975,81.90533,4.295651,66.47337,4.4242306,114.48521,5.3826327,0.20710059,4.901593
-120.43752757983692,34.455739719524274,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,93,93,76,130,0.1659192825112107,2020,6,159,0.0,94.55029,5.88846,94.14793,5.4891734,74.45562,5.4859476,134.14793,5.461568,0.18343195,5.394226
-120.44705863993278,34.45794014983775,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,36,57,44,150,0.6129032258064516,2020,6,159,0.0,39.54438,4.6891427,58.863907,4.947986,44.01775,4.039682,157.77515,5.255489,0.5976331,4.3269534
-120.45194378316306,34.45679925187162,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,53,55,47,131,0.4239130434782608,2020,6,159,0.0,65.59763,5.1125245,66.14201,5.111782,59.08284,4.2593036,127.36687,5.6307664,0.3195266,4.606209
-120.4715987259887,34.47737026478417,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,90,75,64,129,0.1780821917808219,2020,6,159,0.0,94.45562,4.7929134,77.62722,4.658743,67.14201,4.3118505,129.59763,4.2569766,0.15384616,3.8788953
-120.43817750867548,34.45850867827319,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,72,73,58,90,0.1111111111111111,2020,6,159,0.0,95.06509,5.3599157,89.47337,5.2815795,76.72781,4.993994,96.10059,5.1927137,0.00591716,4.7049313
-120.47161356238706,34.47733440826013,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,89,66,60,134,0.2017937219730941,2020,6,159,0.0,95.44971,4.6934795,78.2071,4.869793,67.56805,4.2853518,128.9349,4.5704026,0.147929,4.2482715
-120.44958693374598,34.45877344142034,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,38,53,43,160,0.6161616161616161,2020,6,159,0.0,42.804733,4.210764,64.33136,4.541444,46.029587,3.3288968,171.23668,4.644218,0.5976331,3.749456
-120.45740709034494,34.45622680545346,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,56,57,49,109,0.3212121212121212,2020,6,159,0.0,67.04142,5.0026464,70.27219,4.5440526,54.573963,4.132659,130.98225,5.297054,0.3195266,4.409614
-120.45730770625424,34.45459756126482,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,79,71,64,138,0.271889400921659,2020,6,159,0.0,70.52663,5.1058183,65.18343,4.73753,54.846153,4.1670423,148.14793,4.7436986,0.35502958,4.3623395
-120.45742902267096,34.45617629708918,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,57,63,49,122,0.3631284916201117,2020,6,159,0.0,66.0355,4.6506424,68.85799,4.0794683,54.136093,3.5509124,132.5503,4.6825476,0.33136094,3.7510085
-120.45174628207695,34.45686208539108,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,54,56,56,81,0.2,2020,6,159,0.0,80.55621,5.6972246,76.50296,5.569221,73.78107,5.229057,101.9645,6.1319094,0.13017751,5.511211
-120.4467322228086,34.45797791115725,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,34,55,40,165,0.6582914572864321,2020,6,159,0.0,41.473373,4.857913,62.118343,5.0619106,46.828403,4.3878813,167.86983,4.922747,0.6035503,4.554186
-120.43750926758328,34.45578289142073,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,86,81,72,97,0.0601092896174863,2020,6,159,0.0,102.84024,5.782494,97.55621,5.4641385,80.2071,5.436076,122.1716,5.1948895,0.09467456,5.091512
-120.43835459633644,34.45971228705076,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,104,96,81,103,-0.0048309178743961,2020,6,159,0.0,110.59763,5.584578,100.76923,5.2176676,85.42603,4.969115,112.13018,5.467365,0.00591716,4.15797
-120.43826434290806,34.459417329229304,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,80,80,71,88,0.0476190476190476,2020,6,159,0.0,92.3787,5.680638,90.05325,5.3379025,77.01775,5.317837,102.71006,5.481097,0.053254437,5.2949405
-120.44483225874676,34.45762029857703,EPSG:4326,ca_m_3412037_nw_10_060_20200607,point_conception,89,106,59,183,0.3455882352941176,2020,6,159,0.0,106.27219,5.8541746,107.55029,5.7689047,77.56213,5.3595457,164.08284,5.176986,0.2366864,5.2334757
-119.83442256710237,34.41976599856812,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,90,110,81,167,0.2996108949416342,2020,5,142,0.0,116.55621,5.901821,125.94675,5.58024,105.05325,5.2322216,156.6213,5.1907177,0.1597633,5.1971936
-119.81415857545288,34.419017293231114,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,111,114,98,144,0.1294117647058823,2020,5,142,0.0,114.73965,4.4552345,112.11834,3.609451,94.68639,3.5136733,143.929,3.8402054,0.112426035,3.4577096
-119.84840844805755,34.41302087788777,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,109,133,96,191,0.2733333333333333,2020,5,142,0.0,104.49704,5.4455557,127.73965,4.738871,95.27811,4.460827,183.3787,4.0163116,0.27218935,4.5637712
-119.80987752278148,34.42019751097988,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,36,46,56,43,0.0886075949367088,2020,5,142,0.0,54.840237,4.981926,69.30769,5.0926995,66.85799,4.3841467,106.91716,6.220405,0.295858,5.3306236
-119.82959317781084,34.42229013539597,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,64,80,72,101,0.2242424242424242,2020,5,142,0.0,85.38461,5.2600555,95.91124,5.1440964,83.05325,4.437165,135.40237,5.625544,0.22485207,4.465593
-119.87756546099564,34.4182748211759,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,100,98,85,132,0.1379310344827586,2020,5,142,0.0,105.10059,4.749327,104.46745,4.616783,86.55029,4.1935115,144.30177,4.53192,0.15384616,3.79953
-119.82041864426104,34.418856777946644,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,111,111,97,143,0.1259842519685039,2020,5,142,0.0,117.40829,4.937671,115.27811,4.5167184,102.24852,4.303649,142.94083,4.970968,0.09467456,4.123151
-119.86479453037693,34.416061558555306,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,146,127,103,170,0.0759493670886076,2020,5,142,0.0,132.13017,5.3132944,117.69823,5.037018,97.72189,4.7549443,165.01775,4.5821257,0.112426035,3.7966146
-119.82847432605372,34.4241441426388,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,66,89,75,150,0.3888888888888889,2020,5,142,0.0,75.10059,5.3754144,87.72781,5.001336,77.38461,4.589918,131.7219,5.4928565,0.27218935,5.038415
-119.83460354242872,34.4183609735076,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,77,82,82,107,0.1630434782608695,2020,5,142,0.0,80.68639,4.7422385,87.43195,4.378018,85.11834,3.9912186,106.5858,5.1024504,0.13609467,4.09273
-119.84385971674882,34.4122088183028,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,40,62,66,56,0.1666666666666666,2020,5,142,0.0,92.85799,5.806645,109.71006,5.898225,92.24852,5.142508,127.47929,6.012354,0.14201184,4.9449873
-119.82505134651127,34.4209565069003,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,31,46,53,62,0.3333333333333333,2020,5,142,0.0,34.43787,3.5512764,51.822487,4.098923,55.881657,3.0915437,90.68639,5.4960823,0.43786982,4.414096
-119.82945465936504,34.42263408446808,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,81,94,86,97,0.0898876404494382,2020,5,142,0.0,72.43195,5.0613976,89.63313,4.9941983,79.44379,4.6584916,121.72781,5.822231,0.24260356,4.924156
-119.86788340887536,34.40943395178478,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,153,134,110,171,0.0555555555555555,2020,5,142,0.0,142.07692,4.679441,123.66272,4.426554,103.90533,4.013907,166.53847,3.9862814,0.07692308,2.748067
-119.81404122277571,34.422135367277576,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,63,99,73,189,0.5,2020,5,142,0.0,93.94083,5.7848363,102.7929,5.976956,91.80473,5.5926557,137.16568,5.990317,0.20118344,5.252121
-119.85304008266466,34.40912685434312,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,84,117,82,198,0.4042553191489361,2020,5,142,0.0,100.39645,5.285189,122.65681,5.0330515,93.50296,4.711673,190.14201,4.138869,0.32544377,4.6498375
-119.84859587999476,34.40854360825185,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,110,106,85,134,0.0983606557377049,2020,5,142,0.0,95.53846,5.4371886,96.54438,5.0804935,83.54438,4.4397764,135.1716,5.19343,0.17751479,4.6679087
-119.81362167908873,34.41782638161146,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,100,98,79,148,0.1935483870967742,2020,5,142,0.0,102.3787,4.1860127,107.65681,4.470876,80.99408,3.1430829,156.5503,4.6488123,0.20710059,3.201542
-119.84196356444038,34.419271784286295,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,91,113,88,156,0.2631578947368421,2020,5,142,0.0,81.39053,4.8959384,96.75739,4.8922367,84.31953,4.439958,140.37279,5.6342206,0.26035503,3.892279
-119.87045071164216,34.4116128343028,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,74,91,73,169,0.3909465020576131,2020,5,142,0.0,90.94083,5.9206324,101.21302,5.736961,88.33136,5.2885447,156.72781,5.637447,0.28994083,5.173698
-119.84487336788136,34.41924195239034,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,59,70,70,88,0.1972789115646258,2020,5,142,0.0,64.6213,5.2446985,83.85799,5.280097,75.44971,4.7260604,124.34319,5.7165494,0.30769232,4.7543454
-119.81890181633824,34.42344042245459,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,57,85,70,189,0.5365853658536586,2020,5,142,0.0,52.449703,4.6304774,76.59171,5.178469,67.74556,4.2289124,163.3787,5.576785,0.5088757,3.953547
-119.8473611826693,34.40787313085909,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,74,86,75,157,0.3593073593073593,2020,5,142,0.0,68.32545,5.659114,80.15976,5.5749564,73.55029,5.074697,132.01775,5.857629,0.32544377,5.196081
-119.82174770738244,34.418398821682786,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,105,123,86,181,0.2657342657342657,2020,5,142,0.0,117.34319,5.4664807,113.00592,4.714467,90.60947,4.819944,159.15384,5.092829,0.147929,4.4747148
-119.81655395231488,34.42329983954514,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,53,77,69,177,0.5391304347826087,2020,5,142,0.0,55.2071,5.09577,78.06509,5.380865,68.81065,4.532816,158.71597,5.859971,0.47928995,4.438289
-119.85110298205974,34.41088657116774,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,58,74,68,88,0.2054794520547945,2020,5,142,0.0,63.46154,5.2394767,80.26035,5.3328238,72.63905,4.5196958,125.07101,5.5988226,0.32544377,4.4295154
-119.8216196108746,34.42351833414124,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,128,122,100,154,0.0921985815602836,2020,5,142,0.0,108.9645,5.4270535,112.25444,4.987375,89.34319,4.654485,156.13017,4.9435287,0.17751479,4.462978
-119.84437103478224,34.40559087438571,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,62,75,70,120,0.3186813186813186,2020,5,142,0.0,72.16568,4.6890984,88.40829,4.647867,77.50887,3.9990525,135.42012,5.5020223,0.30177516,4.6885486
-119.8528894132576,34.40863069233113,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,92,126,85,196,0.3611111111111111,2020,5,142,0.0,90.38461,5.5117855,118.92308,4.8849196,85.85799,4.5320497,187.00592,3.9077296,0.34911242,4.66449
-119.86579938202364,34.41529162188569,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,126,110,96,167,0.1399317406143344,2020,5,142,0.0,114.76923,5.259542,102.67455,4.7134404,89.00592,4.3244424,155.3077,4.9839206,0.147929,3.460725
-119.87827205947714,34.41557401287943,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,85,83,72,134,0.2237442922374429,2020,5,142,0.0,88.02959,4.7763023,86.18343,4.1332335,74.38461,3.6538994,138.36687,4.5377045,0.21893491,3.4150157
-119.8413925797716,34.41493654961341,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,63,98,72,197,0.5153846153846153,2020,5,142,0.0,103.44971,5.407791,122.78698,5.1348834,97.55621,4.8058276,169.63313,4.3308024,0.24260356,4.8389597
-119.84512084849467,34.41017680359991,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,116,136,99,195,0.2540192926045016,2020,5,142,0.0,116.69823,5.4637685,133.94675,4.891687,98.56213,4.422835,194.4497,3.4809735,0.24852072,4.585376
-119.86539859041147,34.41540378073025,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,114,101,87,143,0.11284046692607,2020,5,142,0.0,109.74556,4.09041,98.19527,4.083452,84.09467,3.3927934,144.56805,3.7201457,0.13609467,3.0594227
-119.87118619493678,34.41518143058624,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,122,127,100,174,0.1756756756756756,2020,5,142,0.0,111.49113,6.0570035,115.93491,5.8800125,99.69823,5.822002,147.1716,5.429025,0.13609467,5.3718185
-119.86278589237222,34.41055402436199,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,81,102,78,189,0.4,2020,5,142,0.0,101.28403,5.9238586,111.67455,5.7089853,100.73965,5.495854,168.38461,5.0226316,0.28994083,5.365138
-119.87846250584192,34.41821755716408,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,130,125,106,149,0.068100358422939,2020,5,142,0.0,139.52663,5.3325953,134.05325,5.224453,112.6213,5.051776,156.02959,4.556967,0.053254437,3.4519463
-119.86559057152272,34.411851264690256,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,61,75,76,122,0.3333333333333333,2020,5,142,0.0,90.44971,5.5477214,108.01183,5.703021,95.04734,5.2871475,129.6213,5.6461234,0.1183432,5.273046
-119.81547240659152,34.42296778877044,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,60,81,71,171,0.4805194805194805,2020,5,142,0.0,49.556213,4.981554,73.04142,5.3309937,66.20119,4.441273,160.43195,5.5500636,0.52662724,3.7772555
-119.86020672772835,34.413383588046614,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,59,85,70,183,0.512396694214876,2020,5,142,0.0,93.61539,5.806645,106.7929,5.6495776,96.34319,5.199394,145.98816,5.9258547,0.2366864,5.3111567
-119.86959972716812,34.41210876777446,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,88,87,78,164,0.3015873015873015,2020,5,142,0.0,103.26035,5.9104977,107.24261,5.7244034,89.27219,5.432913,171.72781,4.7711987,0.2662722,5.2215734
-119.8660794667016,34.4168048594586,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,145,124,102,168,0.0734824281150159,2020,5,142,0.0,138.21301,4.3058105,120.40237,4.3029413,100.89941,3.9607086,163.39053,3.854525,0.082840234,2.379903
-119.82942921556096,34.42497660047935,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,67,95,76,166,0.4248927038626609,2020,5,142,0.0,62.14793,5.505414,83.47929,5.402019,70.9645,4.6361065,145.22485,5.7877164,0.40236688,4.6447206
-119.8293439134514,34.424188918602205,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,69,85,77,120,0.2698412698412698,2020,5,142,0.0,67.6213,5.6204896,80.84024,5.5422707,72.67455,4.8770704,119.14793,5.7438703,0.27218935,4.7672935
-119.84077166288324,34.41336626275102,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,123,122,109,150,0.0989010989010989,2020,5,142,0.0,143.17752,5.2220864,141.3432,5.4525213,127.84615,5.126179,148.6509,4.875527,0.01775148,3.7938313
-119.8740408085276,34.41526037331651,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,28,39,50,33,0.081967213114754,2020,5,142,0.0,39.56213,4.3500056,49.988167,4.3927975,54.881657,3.7854261,69.00592,5.3813787,0.21893491,4.98355
-119.81620865881784,34.42331861336883,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,63,94,72,176,0.4728033472803347,2020,5,142,0.0,58.06509,5.2293415,80.70414,5.550947,70.14201,4.5145926,146.21301,5.960369,0.42011833,4.3048105
-119.8436627365884,34.419724445742105,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,101,114,97,159,0.2230769230769231,2020,5,142,0.0,73.60947,5.750322,90.69231,5.580549,79.71597,5.16905,134.48521,5.7891746,0.295858,4.9361076
-119.84521498937252,34.406341879912475,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,102,106,98,113,0.0511627906976744,2020,5,142,0.0,72.22485,5.4404144,84.60947,5.064995,75.40829,4.979928,126.36095,5.704647,0.2662722,4.7433887
-119.86680926116216,34.4150515980026,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,133,120,99,159,0.0890410958904109,2020,5,142,0.0,115.99408,4.715784,105.39053,4.33367,89.42012,3.8618085,148.8935,4.5307956,0.12426036,3.3412533
-119.83444179715843,34.421301595622815,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,91,93,84,116,0.1207729468599033,2020,5,142,0.0,103.47929,5.211438,100.10651,4.856289,89.11243,4.2584715,136.68048,5.3417034,0.13609467,3.2388124
-119.8221697196288,34.41775086116302,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,72,113,67,197,0.4646840148698885,2020,5,142,0.0,94.67455,5.549693,119.53255,5.312411,80.31361,4.6113567,189.2071,4.685812,0.34319526,4.9889765
-119.87101157952571,34.41465549416985,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,33,45,55,37,0.0571428571428571,2020,5,142,0.0,40.366863,4.1442723,51.159763,3.797618,58.02367,3.501013,55.573963,4.9817214,0.1183432,4.650517
-119.87522940930394,34.41719031238056,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,78,96,82,137,0.2744186046511628,2020,5,142,0.0,75.21893,4.3369827,95.61539,3.6278968,82.31361,4.097488,144.8935,5.344213,0.31360948,4.48321
-119.8773347874184,34.40854659367465,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,59,85,68,151,0.4380952380952381,2020,5,142,0.0,81.52071,5.7302804,92.56213,5.419119,81.94675,5.261884,127.8284,5.6629386,0.22485207,5.373072
-119.87840535288387,34.41388666338112,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,61,71,72,107,0.2738095238095238,2020,5,142,0.0,80.51479,5.4682484,87.33728,5.2266655,75.7929,4.6124063,125.63905,5.8100996,0.22485207,4.7023606
-119.8781883793972,34.41551923661791,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,82,85,74,128,0.219047619047619,2020,5,142,0.0,103.36687,5.271649,94.53846,4.920342,82.62722,4.527094,145.04143,4.881465,0.16568047,3.983168
-119.86725711706896,34.41574420548629,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,112,99,87,149,0.1417624521072797,2020,5,142,0.0,115.21302,4.506608,103.36095,4.0431986,89.3787,3.6941597,148.01184,3.7934153,0.12426036,3.08393
-119.84905792559684,34.41369804051511,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,82,91,86,151,0.296137339055794,2020,5,142,0.0,79.47337,4.8750134,90.74556,4.6709914,83.61539,3.926874,145.91124,5.577669,0.28402367,3.6285045
-119.81776520030355,34.42010787487634,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,121,116,98,160,0.1387900355871886,2020,5,142,0.0,111.28994,5.705901,117.11834,5.0845227,96.77515,5.0389895,159.97041,5.222291,0.17751479,4.72514
-119.87782273522384,34.418021689343426,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,90,99,82,144,0.2307692307692307,2020,5,142,0.0,110.50887,5.3289976,112.33728,4.948096,93.09467,4.8804398,148.00592,4.5998244,0.147929,4.1173263
-119.8692807873543,34.416524226296325,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,121,119,95,171,0.1712328767123287,2020,5,142,0.0,133.35503,5.17119,133.42604,5.0631757,113.0,5.005383,165.42012,4.0757084,0.112426035,4.2824
-119.8625075892022,34.41196136049933,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,124,122,110,138,0.0534351145038167,2020,5,142,0.0,79.25444,5.665509,91.20119,5.700104,86.8284,5.2548337,103.66864,6.0874887,0.10650887,5.05963
-119.84577122107665,34.41896684768675,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,52,65,64,146,0.4747474747474747,2020,5,142,0.0,59.218933,4.7625713,76.75148,5.005013,68.4142,3.8192527,163.83432,5.2842064,0.46745563,3.2997234
-119.8199904628779,34.42398321472976,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,101,119,106,170,0.2546125461254612,2020,5,142,0.0,123.02959,4.847754,123.89941,4.3540177,108.44379,4.0618463,142.43195,5.146068,0.06508876,4.7672305
-119.8734137900359,34.41638927562974,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,96,100,89,124,0.1272727272727272,2020,5,142,0.0,88.42012,5.4421015,96.45562,5.0146103,85.95266,4.7165623,121.10651,4.5932875,0.1597633,4.38335
-119.86242449054684,34.415457239278915,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,58,82,70,175,0.5021459227467812,2020,5,142,0.0,81.21893,5.6049285,97.47337,5.554402,96.13609,5.2479486,111.61539,5.979298,0.16568047,5.0215325
-119.87729797391808,34.41565969464653,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,94,96,78,135,0.1790393013100436,2020,5,142,0.0,107.10059,5.254629,106.06509,4.820519,85.54438,4.3750415,143.56805,4.9210844,0.147929,3.6259718
-119.82398541105864,34.42360972718621,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,85,100,89,140,0.2444444444444444,2020,5,142,0.0,65.95266,5.6896605,81.30177,5.441527,72.94083,5.070278,127.91716,5.9972258,0.3195266,5.1022463
-119.87763086737876,34.41394816741181,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,85,108,77,177,0.3511450381679389,2020,5,142,0.0,68.06509,4.981208,91.24852,4.977444,71.92899,4.5347075,156.11835,5.5807533,0.3846154,5.0731583
-119.81861916045864,34.42279790632983,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,45,63,61,143,0.5212765957446809,2020,5,142,0.0,53.87574,4.671276,68.34911,4.6967683,67.23077,3.875681,150.26036,5.5190034,0.46745563,3.7040606
-119.8240596453926,34.42329431225114,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,82,102,90,171,0.3517786561264822,2020,5,142,0.0,58.28994,5.628424,75.1716,5.449091,73.02367,5.2056417,129.3432,5.996997,0.37278107,5.169873
-119.83739573424032,34.41948607977305,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,94,102,85,153,0.2388663967611336,2020,5,142,0.0,81.30177,4.9131866,100.66864,3.7184772,79.49704,3.6195247,165.15976,4.4625716,0.3372781,4.5393424
-119.82534193510445,34.42105796238603,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,60,93,66,173,0.4849785407725321,2020,5,142,0.0,59.136093,5.053117,85.98817,5.3182077,67.59763,3.9253926,155.91716,5.8440394,0.44378698,4.2553506
-119.8182090274254,34.42302370875348,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,59,92,75,193,0.5317460317460317,2020,5,142,0.0,54.739643,4.876164,83.63313,5.364909,68.30769,4.186578,185.08284,5.2282534,0.5443787,3.8904073
-119.83402272613526,34.42106792623041,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,62,88,73,130,0.3541666666666667,2020,5,142,0.0,112.31361,5.6472116,107.33136,5.0586605,94.34319,4.7823467,146.0,5.33642,0.13017751,4.192269
-119.82493535388348,34.42313345114375,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,64,87,68,164,0.4385964912280701,2020,5,142,0.0,77.46154,5.5944843,95.52071,5.6551456,79.57397,4.7502356,145.071,5.709127,0.30769232,4.8019357
-119.82997019782046,34.42243825606564,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,88,85,78,121,0.1578947368421052,2020,5,142,0.0,93.90533,5.150036,94.17751,4.901759,82.95266,4.3716283,124.31361,5.160683,0.13609467,3.972215
-119.85245362951116,34.415874223225075,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,88,86,79,127,0.1813953488372093,2020,5,142,0.0,98.71597,5.927313,106.57397,5.8617387,97.84615,5.482493,128.16568,5.759882,0.13017751,5.374698
